#1
double PV_GI(86100,3)
598 2024 2.555426
599 2024 2.916146
600 2024 2.822381
601 2024 2.850373
602 2024 2.836124
603 2024 3.029552
604 2024 3.01696
605 2024 3.087408
606 2024 2.443265
607 2024 2.391836
608 2024 3.04056
609 2024 3.244673
610 2024 2.874126
611 2024 2.959851
612 2024 2.81879
613 2024 2.746963
614 2024 2.525871
615 2024 3.034006
616 2024 2.793067
617 2024 3.215118
618 2024 2.846531
619 2024 3.114102
620 2024 2.884073
621 2024 2.709671
622 2024 2.909511
623 2024 2.972371
624 2024 2.465463
625 2024 3.163946
626 2024 2.576206
627 2024 3.088086
628 2024 2.654898
629 2024 2.781623
630 2024 2.67782
631 2024 2.613354
632 2024 2.863372
633 2024 2.862884
634 2024 2.715036
635 2024 2.709713
636 2024 2.787602
637 2024 2.888469
638 2024 2.743486
639 2024 2.810808
640 2024 3.093284
641 2024 2.63182
642 2024 2.661248
643 2024 2.861216
644 2024 2.793984
645 2024 3.284541
646 2024 2.806663
647 2024 2.723811
648 2024 2.891812
649 2024 2.647873
650 2024 2.757538
651 2024 2.839898
652 2024 2.548903
653 2024 2.961817
654 2024 2.809151
655 2024 2.773618
656 2024 2.957333
657 2024 3.086314
658 2024 2.826256
659 2024 2.646421
660 2024 2.423891
661 2024 2.868084
662 2024 2.962328
663 2024 2.924796
664 2024 2.706876
665 2024 2.815526
666 2024 2.736561
667 2024 2.814657
668 2024 2.521951
669 2024 2.797065
670 2024 3.114102
671 2024 2.976246
672 2024 2.967275
673 2024 3.160154
674 2024 3.069066
675 2024 2.777351
676 2024 2.87882
677 2024 2.881286
678 2024 3.296993
679 2024 2.695931
680 2024 2.927064
681 2024 2.818914
682 2024 3.059225
683 2024 2.81263
684 2024 3.068535
685 2024 2.747853
686 2024 2.553922
687 2024 2.573629
688 2024 2.92157
689 2024 2.965352
690 2024 3.289853
691 2024 3.056751
692 2024 3.037726
693 2024 3.284966
694 2024 3.16641
695 2024 2.727997
696 2024 2.941228
697 2024 2.906028
698 2024 3.064472
699 2024 2.830043
700 2024 2.769754
701 2024 2.851312
702 2024 2.786348
703 2024 3.10789
704 2024 2.972646
705 2024 2.633943
706 2024 2.930164
707 2024 2.714478
708 2024 2.712032
709 2024 2.734646
710 2024 2.937505
711 2024 2.243768
712 2024 2.710787
713 2024 2.820194
714 2024 2.741873
715 2024 2.842684
716 2024 3.048399
717 2024 2.75644
718 2024 3.023282
719 2024 2.515896
720 2024 3.017925
721 2024 2.90763
722 2024 2.493633
723 2024 2.652265
724 2024 2.949844
725 2024 2.804132
726 2024 2.89
727 2024 2.715164
728 2024 2.90226
729 2024 2.795109
730 2024 2.674818
731 2024 2.649587
732 2024 3.021009
733 2024 2.666405
734 2024 2.783004
735 2024 2.770552
736 2024 2.955325
737 2024 2.96276
738 2024 2.774499
739 2024 2.675558
740 2024 2.689922
741 2024 2.83834
742 2024 3.053855
743 2024 2.514323
744 2024 2.810767
745 2024 2.820442
746 2024 2.741151
747 2024 3.028975
748 2024 2.917223
749 2024 2.627349
750 2024 2.718506
751 2024 2.81536
752 2024 3.038569
753 2024 2.704596
754 2024 2.740259
755 2024 2.785513
756 2024 2.682684
757 2024 2.479213
758 2024 2.841742
759 2024 2.828767
760 2024 2.636814
761 2024 3.085937
762 2024 2.704811
763 2024 2.817592
764 2024 3.02813
765 2024 2.710573
766 2024 2.794109
767 2024 2.671116
768 2024 2.88068
769 2024 2.831441
770 2024 2.730343
771 2024 2.647653
772 2024 3.137119
773 2024 2.827944
774 2024 2.886251
775 2024 2.720476
776 2024 2.998304
777 2024 2.741703
778 2024 3.180973
779 2024 2.523289
780 2024 2.361763
781 2024 2.761082
782 2024 2.783297
783 2024 2.749166
784 2024 3.086842
785 2024 2.78338
786 2024 2.896679
787 2024 2.821762
788 2024 3.068724
789 2024 2.709413
790 2024 2.910911
791 2024 3.155583
792 2024 2.984527
793 2024 3.03876
794 2024 2.949094
795 2024 2.68494
796 2024 2.709241
797 2024 3.020315
798 2024 2.924239
799 2024 2.660242
800 2024 2.804298
801 2024 2.899652
802 2024 3.063143
803 2024 3.053512
804 2024 2.696578
805 2024 2.924477
806 2024 2.973781
807 2024 2.706102
808 2024 3.018387
809 2024 2.744504
810 2024 3.280533
811 2024 2.833455
812 2024 2.628589
813 2024 2.96908
814 2024 2.537688
815 2024 2.682641
816 2024 3.046336
817 2024 3.108601
818 2024 2.422162
819 2024 2.985697
820 2024 2.696233
821 2024 2.883507
822 2024 2.803883
823 2024 2.939169
824 2024 3.28741
825 2024 2.653889
826 2024 2.94866
827 2024 2.724538
828 2024 2.749082
829 2024 2.784719
830 2024 3.016883
831 2024 2.848657
832 2024 2.734816
833 2024 2.846408
834 2024 2.756102
835 2024 3.140791
836 2024 2.825967
837 2024 2.428785
838 2024 2.95158
839 2024 2.723469
840 2024 2.861948
841 2024 3.140865
842 2024 2.777225
843 2024 3.03105
844 2024 2.68442
845 2024 2.886009
846 2024 3.165123
847 2024 2.963075
848 2024 2.917702
849 2024 2.818584
850 2024 2.450877
851 2024 2.898889
852 2024 2.669896
853 2024 2.663347
854 2024 3.134966
855 2024 2.960992
856 2024 2.834934
857 2024 2.943365
858 2024 2.783841
859 2024 2.844608
860 2024 2.725264
861 2024 2.513535
862 2024 2.984215
863 2024 2.969903
864 2024 2.908911
865 2024 2.436633
866 2024 3.321443
867 2024 2.958474
868 2024 3.023359
869 2024 2.875503
870 2024 3.165785
871 2024 2.813789
872 2024 2.797939
873 2024 2.840882
874 2024 3.280994
875 2024 2.809068
876 2024 3.292824
877 2024 3.141643
878 2024 3.210806
879 2024 2.726033
880 2024 3.086012
881 2024 2.642019
882 2024 2.912311
883 2024 2.717179
884 2024 2.697183
885 2024 3.313196
886 2024 2.754624
887 2024 2.654459
888 2024 2.440595
889 2024 2.761588
890 2024 3.340037
891 2024 3.02151
892 2024 2.992668
893 2024 2.808322
894 2024 2.850414
895 2024 3.00168
896 2024 2.402133
897 2024 2.899852
898 2024 3.162621
899 2024 2.622781
900 2024 2.848739
901 2024 3.099939
902 2024 2.735795
903 2024 2.638182
904 2024 3.356067
905 2024 3.298405
906 2024 3.185727
907 2024 2.916545
908 2024 3.192079
909 2024 2.750055
910 2024 3.047215
911 2024 2.949765
912 2024 2.659235
913 2024 3.020315
914 2024 3.045419
915 2024 2.693684
916 2024 2.897764
917 2024 2.961778
918 2024 2.787267
919 2024 3.113541
920 2024 3.426269
921 2024 2.985814
922 2024 3.107515
923 2024 2.868774
924 2024 3.00199
925 2024 3.200674
926 2024 2.957608
927 2024 2.732431
928 2024 2.822257
929 2024 2.935285
930 2024 2.75644
931 2024 2.791775
932 2024 3.074182
933 2024 2.949055
934 2024 2.888187
935 2024 2.83715
936 2024 3.063485
937 2024 2.808654
938 2024 3.006911
939 2024 2.788228
940 2024 2.986983
941 2024 2.75141
942 2024 3.076756
943 2024 3.269371
944 2024 3.266807
945 2024 2.865607
946 2024 2.861013
947 2024 2.881407
948 2024 3.037572
949 2024 2.997721
950 2024 3.070355
951 2024 2.812216
952 2024 2.777812
953 2024 2.957569
954 2024 2.816229
955 2024 2.790315
956 2024 2.69783
957 2024 2.961896
958 2024 2.800643
959 2024 2.581894
960 2024 2.946092
961 2024 2.712032
962 2024 2.949607
963 2024 2.94198
964 2024 3.271187
965 2024 2.818295
966 2024 2.917623
967 2024 2.720904
968 2024 3.117128
969 2024 2.848044
970 2024 2.798439
971 2024 2.844813
972 2024 2.816229
973 2024 2.75682
974 2024 3.329774
975 2024 2.954143
976 2024 2.993563
977 2024 2.717907
978 2024 2.708123
979 2024 2.587299
980 2024 3.101591
981 2024 2.777309
982 2024 3.102604
983 2024 2.422642
984 2024 3.052063
985 2024 2.714735
986 2024 2.9791
987 2024 2.986477
988 2024 2.892014
989 2024 2.738049
990 2024 2.985775
991 2024 2.897443
992 2024 2.84788
993 2024 2.709971
994 2024 2.702917
995 2024 3.064472
996 2024 3.046413
997 2024 2.68212
998 2024 2.83103
999 2024 2.68585
1000 2024 3.050918
1001 2024 2.979452
1002 2024 2.939248
1003 2024 3.005672
1004 2024 2.767904
1005 2024 2.925035
1006 2024 3.047979
1007 2024 2.941386
1008 2024 3.005555
1009 2024 3.013678
1010 2024 3.032548
1011 2024 2.824978
1012 2024 2.768955
1013 2024 2.674818
1014 2024 2.984722
1015 2024 2.659323
1016 2024 2.664003
1017 2024 3.095203
1018 2024 2.760154
1019 2024 2.804672
1020 2024 2.929727
1021 2024 2.831359
1022 2024 2.851924
1023 2024 2.923283
1024 2024 2.856493
1025 2024 3.033737
1026 2024 2.983084
1027 2024 2.971392
1028 2024 2.648356
1029 2024 2.871654
1030 2024 3.21164
1031 2024 2.697183
1032 2024 2.540027
1033 2024 2.924915
1034 2024 2.780661
1035 2024 2.900013
1036 2024 2.941386
1037 2024 2.573267
1038 2024 2.723085
1039 2024 3.03554
1040 2024 2.656958
1041 2024 2.938813
1042 2024 2.584733
1043 2024 3.278226
1044 2024 3.124924
1045 2024 2.525687
1046 2024 2.997993
1047 2024 3.095692
1048 2024 2.671509
1049 2024 2.875826
1050 2024 2.74285
1051 2024 2.665881
1052 2024 2.863412
1053 2024 2.801224
1054 2024 2.780409
1055 2024 3.041977
1056 2024 3.005749
1057 2024 2.568014
1058 2024 3.036652
1059 2024 3.055532
1060 2024 3.060785
1061 2024 2.489802
1062 2024 2.837396
1063 2024 2.795483
1064 2024 2.789272
1065 2024 2.670026
1066 2024 2.976481
1067 2024 3.098887
1068 2024 2.621005
1069 2024 2.46787
1070 2024 2.698563
1071 2024 2.855677
1072 2024 2.682771
1073 2024 2.899652
1074 2024 2.827244
1075 2024 2.869261
1076 2024 2.867516
1077 2024 2.709155
1078 2024 2.417399
1079 2024 3.090837
1080 2024 2.977654
1081 2024 2.623225
1082 2024 2.943048
1083 2024 3.003579
1084 2024 3.140939
1085 2024 2.656388
1086 2024 2.700633
1087 2024 2.811429
1088 2024 2.891692
1089 2024 2.663347
1090 2024 2.789397
1091 2024 2.81474
1092 2024 3.082766
1093 2024 2.676472
1094 2024 2.708682
1095 2024 2.893261
1096 2024 2.856615
1097 2024 2.82539
1098 2024 2.748658
1099 2024 2.655643
1100 2024 2.858448
1101 2024 2.781874
1102 2024 2.786975
1103 2024 2.951659
1104 2024 2.711947
1105 2024 2.868855
1106 2024 2.903784
1107 2024 2.741449
1108 2024 2.827615
1109 2024 3.124551
1110 2024 2.646597
1111 2024 2.695024
1112 2024 2.675558
1113 2024 3.107103
1114 2024 2.915667
1115 2024 2.870113
1116 2024 2.901699
1117 2024 2.751494
1118 2024 2.645497
1119 2024 2.979608
1120 2024 2.504627
1121 2024 2.877202
1122 2024 3.050842
1123 2024 2.503186
1124 2024 3.09351
1125 2024 2.667758
1126 2024 2.793901
1127 2024 2.936118
1128 2024 2.93469
1129 2024 3.105529
1130 2024 2.949726
1131 2024 2.925552
1132 2024 2.936514
1133 2024 2.920255
1134 2024 2.590806
1135 2024 2.788019
1136 2024 2.697096
1137 2024 2.911071
1138 2024 3.181997
1139 2024 2.709971
1140 2024 2.855677
1141 2024 2.820566
1142 2024 2.618961
1143 2024 3.145569
1144 2024 2.908471
1145 2024 3.221303
1146 2024 2.906949
1147 2024 2.473289
1148 2024 2.73924
1149 2024 2.676341
1150 2024 2.888227
1151 2024 2.829549
1152 2024 2.508807
1153 2024 3.15311
1154 2024 2.89917
1155 2024 2.801141
1156 2024 2.835508
1157 2024 2.701366
1158 2024 2.884678
1159 2024 2.880397
1160 2024 2.854332
1161 2024 2.644309
1162 2024 2.937307
1163 2024 2.504906
1164 2024 2.973703
1165 2024 2.583877
1166 2024 2.780032
1167 2024 2.883629
1168 2024 3.01306
1169 2024 3.054732
1170 2024 2.984878
1171 2024 2.738602
1172 2024 2.915826
1173 2024 2.827738
1174 2024 2.651212
1175 2024 2.688839
1176 2024 3.207323
1177 2024 2.805211
1178 2024 2.926388
1179 2024 2.621138
1180 2024 2.924398
1181 2024 2.646245
1182 2024 2.961935
1183 2024 2.618339
1184 2024 3.086503
1185 2024 3.052139
1186 2024 2.944867
1187 2024 2.628368
1188 2024 2.853434
1189 2024 2.743656
1190 2024 2.750987
1191 2024 3.297523
1192 2024 3.25363
1193 2024 2.60206
1194 2024 2.735071
1195 2024 2.644397
1196 2024 2.748531
1197 2024 3.108826
1198 2024 2.517377
1199 2024 2.565383
1200 2024 3.327186
1201 2024 2.767988
1202 2024 2.860036
1203 2024 2.699297
1204 2024 3.14131
1205 2024 3.011012
1206 2024 2.738644
1207 2024 2.86203
1208 2024 3.047673
1209 2024 2.855392
1210 2024 2.959458
1211 2024 2.858285
1212 2024 3.1986
1213 2024 2.854454
1214 2024 2.920374
1215 2024 2.577652
1216 2024 2.98749
1217 2024 2.697183
1218 2024 2.813789
1219 2024 2.531488
1220 2024 2.896398
1221 2024 2.645057
1222 2024 2.66256
1223 2024 2.471312
1224 2024 2.566381
1225 2024 2.377484
1226 2024 3.006988
1227 2024 2.958199
1228 2024 2.822876
1229 2024 2.850904
1230 2024 2.751198
1231 2024 2.792067
1232 2024 2.796816
1233 2024 2.823082
1234 2024 3.082766
1235 2024 2.482826
1236 2024 2.461305
1237 2024 2.640256
1238 2024 2.55228
1239 2024 2.557566
1240 2024 2.783004
1241 2024 2.631113
1242 2024 2.991968
1243 2024 2.740599
1244 2024 2.745522
1245 2024 2.696924
1246 2024 2.965313
1247 2024 2.718763
1248 2024 3.083144
1249 2024 2.663915
1250 2024 2.663478
1251 2024 2.893422
1252 2024 2.561705
1253 2024 2.639285
1254 2024 2.69921
1255 2024 2.674601
1256 2024 3.109874
1257 2024 3.283265
1258 2024 2.920016
1259 2024 2.563249
1260 2024 2.957648
1261 2024 2.574307
1262 2024 2.561796
1263 2024 2.619983
1264 2024 2.901618
1265 2024 2.925154
1266 2024 2.731536
1267 2024 2.671552
1268 2024 2.821639
1269 2024 2.924557
1270 2024 2.764958
1271 2024 2.854332
1272 2024 2.628146
1273 2024 2.722743
1274 2024 2.918859
1275 2024 3.084616
1276 2024 2.638624
1277 2024 2.905828
1278 2024 2.709756
1279 2024 2.768619
1280 2024 2.919617
1281 2024 2.660636
1282 2024 2.8931
1283 2024 2.956506
1284 2024 2.762347
1285 2024 3.254346
1286 2024 2.706102
1287 2024 3.088463
1288 2024 2.734731
1289 2024 2.966883
1290 2024 2.575257
1291 2024 2.702228
1292 2024 2.980116
1293 2024 2.736688
1294 2024 2.646597
1295 2024 2.87526
1296 2024 2.547669
1297 2024 2.811802
1298 2024 2.559614
1299 2024 2.690354
1300 2024 2.749801
1301 2024 3.119032
1302 2024 2.622737
1303 2024 2.760702
1304 2024 2.3659
1305 2024 2.942455
1306 2024 2.976168
1307 2024 3.234323
1308 2024 2.830495
1309 2024 2.937783
1310 2024 3.017693
1311 2024 2.942217
1312 2024 3.083786
1313 2024 3.184776
1314 2024 3.011476
1315 2024 3.125632
1316 2024 3.019968
1317 2024 2.574217
1318 2024 2.547944
1319 2024 2.662779
1320 2024 2.815484
1321 2024 2.721032
1322 2024 2.692258
1323 2024 2.886332
1324 2024 2.782628
1325 2024 2.866054
1326 2024 3.179911
1327 2024 2.927939
1328 2024 2.742298
1329 2024 2.912071
1330 2024 2.751664
1331 2024 2.459507
1332 2024 2.744504
1333 2024 2.672075
1334 2024 2.715807
1335 2024 2.801308
1336 2024 2.871654
1337 2024 2.657965
1338 2024 3.076643
1339 2024 2.735795
1340 2024 2.998769
1341 2024 2.554834
1342 2024 2.931237
1343 2024 2.783464
1344 2024 2.759732
1345 2024 2.678732
1346 2024 3.202201
1347 2024 3.031549
1348 2024 2.786808
1349 2024 3.015107
1350 2024 3.015532
1351 2024 2.970256
1352 2024 2.92396
1353 2024 2.439116
1354 2024 2.999895
1355 2024 2.822711
1356 2024 2.621005
1357 2024 2.658447
1358 2024 2.725264
1359 2024 2.508807
