#1
double TPdata(23372,3)
0 23.8684284631734 0
1 23.8687356413748 0
2 23.8707323003689 0
3 23.8721146034444 0
4 23.8747256219165 0
5 23.8742648538034 0
6 23.8750328006937 0
7 23.8758007477595 0
8 23.8774902319221 0
9 23.8762615160833 0
10 23.8765686950008 0
11 23.8768758739465 0
12 23.876107926635 0
13 23.8758007477595 0
14 23.8750328006937 0
15 23.8758007477595 0
16 23.8750328006937 0
17 23.8751863900928 0
18 23.8744184431674 0
19 23.8734969070887 0
20 23.8730361391441 0
21 23.8722681927102 0
22 23.871807424934 0
23 23.8708858895714 3.9786018371582
24 23.8695035870014 3.97255172729492
25 23.8702715328034 3.97685127258301
26 23.8695035870014 3.97112350463867
27 23.8679676959238 3.97875556945801
28 23.8699643544615 3.97789764404297
29 23.8676605177926 3.97558670043945
30 23.8664318055484 3.97056312561035
31 23.8665853945543 3.97912254333496
32 23.8665853945543 3.97150039672852
33 23.8656638606239 3.97333030700684
34 23.8645887380246 3.97253189086914
35 23.8632064380452 3.96931838989258
36 23.8641279713016 3.97222442626953
37 23.8632064380452 3.96557922363281
38 23.8638207935214 3.97294845581055
39 23.8622849050416 3.96551971435547
40 23.8625920826814 3.97123260498047
41 23.8613633722907 3.97532386779785
42 23.8618241386345 3.97211532592773
43 23.8601346623493 3.96574783325195
44 23.8616705498462 3.97080116271973
45 23.8593667188641 3.97321624755859
46 23.8619777274299 3.97129707336426
47 23.8604418397925 3.97373199462891
48 23.8605954285247 3.96598091125488
49 23.8602882510674 3.96978950500488
50 23.8595203075471 3.96921424865723
51 23.8589059528573 3.97356834411621
52 23.8582915982798 3.96825218200684
53 23.8585987755545 3.96861915588379
54 23.8595203075471 3.96118049621582
55 23.8584451869136 3.9668586730957
56 23.8578308324203 3.96174087524414
57 23.8587523642024 3.9602481842041
58 23.8582915982798 3.96801910400391
59 23.8572164780394 3.97545776367188
60 23.8573700666241 3.96570320129395
61 23.8562949466786 3.96466178894043
62 23.8559877696145 3.96378402709961
63 23.8552198270771 3.95839347839356
64 23.854298296264 3.95713386535645
65 23.8538375309522 3.95664291381836
66 23.8538375309522 3.95901832580566
67 23.8529160005182 3.9616813659668
68 23.852608823763 3.95976715087891
69 23.8533767657036 3.96257400512695
70 23.8530695889063 3.95722808837891
71 23.8524552353959 3.9592414855957
72 23.8507657638216 3.95618171691895
73 23.8507657638216 3.96376419067383
74 23.8512265287122 3.96572303771973
75 23.8513801170231 3.95971755981445
76 23.8503049989943 3.9614631652832
77 23.8516872936659 3.96374931335449
78 23.8512265287122 3.95578002929688
79 23.8507657638216 3.95460472106934
80 23.850458587263 3.96111106872559
81 23.8507657638216 3.96459732055664
82 23.8492298813095 3.95808601379395
83 23.8499978224778 3.96482543945313
84 23.8507657638216 3.96407661437988
85 23.8503049989943 3.95825958251953
86 23.8499978224778 3.9620532989502
87 23.8510729404083 3.96264343261719
88 23.850458587263 3.95292854309082
89 23.8521480586829 3.9603572845459
90 23.8530695889063 3.95974731445312
91 23.8527624121371 3.96522216796875
92 23.853683942529 3.95974235534668
93 23.854759061639 3.95928611755371
94 23.8539911193824 3.96494941711426
95 23.854759061639 3.96937294006348
96 23.8564485352212 3.96854972839355
97 23.8576772438146 3.961572265625
98 23.8559877696145 3.96392784118652
99 23.8576772438146 3.9705680847168
